customer_id,customer_name,customer_segment,region_id,contract_type,start_date,status,annual_contract_value
621,Prime Commercial NorthEast 0621,Commercial,2,Managed Services,2023-10-03,Active,204903.2
622,Prime Commercial Central 0622,Commercial,3,On-Demand Support,2022-02-27,Active,149758.61
623,Prime Commercial NorthWest 0623,Commercial,1,Preventive Care,2021-02-08,Suspended,150102.52
624,Central Public South 0624,Public Sector,4,Performance Contract,2025-12-20,Active,290445.77
625,Forge Industrial South 0625,Industrial,4,Performance Contract,2023-07-26,Suspended,370774.11
626,Summit Commercial NorthWest 0626,Commercial,1,Managed Services,2019-09-24,Active,189187.78
627,Prime Commercial NorthWest 0627,Commercial,1,Managed Services,2025-04-07,Active,213108.01
628,Vector Industrial South 0628,Industrial,4,Performance Contract,2019-09-19,Active,462297.85
629,Vista Commercial NorthWest 0629,Commercial,1,Managed Services,2019-06-18,Active,186264.87
630,Vector Industrial Central 0630,Industrial,3,Performance Contract,2022-02-22,Suspended,254827.79
631,Titan Industrial NorthWest 0631,Industrial,1,Managed Services,2025-03-20,Lost,298766.03
632,Family Residential NorthWest 0632,Residential,1,Managed Services,2020-03-27,Lost,25518.88
633,Bright Residential NorthEast 0633,Residential,2,On-Demand Support,2019-12-11,Lost,27889.37
634,Orion Commercial South 0634,Commercial,4,On-Demand Support,2022-05-02,Active,83663.27
635,Atlas Industrial NorthEast 0635,Industrial,2,Managed Services,2024-11-24,Lost,304319.69
636,Orion Commercial Islands 0636,Commercial,5,On-Demand Support,2019-03-19,Active,182937.51
637,Summit Commercial Central 0637,Commercial,3,Performance Contract,2019-03-11,Active,193641.09
638,Green Residential NorthEast 0638,Residential,2,On-Demand Support,2024-04-19,Active,21157.92
639,Vista Commercial South 0639,Commercial,4,Preventive Care,2019-11-24,Active,76931.61
640,Forge Industrial Islands 0640,Industrial,5,On-Demand Support,2023-04-23,Suspended,279124.9
641,Titan Industrial NorthWest 0641,Industrial,1,Performance Contract,2020-06-13,Active,540324.26
642,Civic Public Central 0642,Public Sector,3,Performance Contract,2022-02-11,Suspended,219176.88
643,Orion Commercial NorthWest 0643,Commercial,1,Performance Contract,2019-03-07,Active,225289.43
644,Casa Residential NorthWest 0644,Residential,1,Managed Services,2022-08-23,Suspended,30674.69
645,Bright Residential NorthEast 0645,Residential,2,On-Demand Support,2024-09-20,Active,30744.66
646,Central Public NorthWest 0646,Public Sector,1,Preventive Care,2020-05-30,Active,299697.04
647,Harbor Commercial NorthWest 0647,Commercial,1,On-Demand Support,2025-09-07,Active,109005.92
648,Helios Industrial South 0648,Industrial,4,Managed Services,2019-03-05,Active,413570.55
649,Bright Residential Islands 0649,Residential,5,On-Demand Support,2025-12-31,Lost,19253.9
650,Green Residential NorthWest 0650,Residential,1,On-Demand Support,2019-06-24,Active,44743.33
651,Urban Commercial South 0651,Commercial,4,Preventive Care,2023-03-08,Suspended,151605.74
652,Titan Industrial Central 0652,Industrial,3,Performance Contract,2019-10-30,Active,367110.5
653,Vista Commercial NorthWest 0653,Commercial,1,Managed Services,2024-01-30,Active,189177.58
654,Prime Commercial Central 0654,Commercial,3,Managed Services,2025-04-10,Lost,141353.57
655,Community Public NorthWest 0655,Public Sector,1,Performance Contract,2020-11-06,Active,196244.44
656,Orion Commercial NorthEast 0656,Commercial,2,Managed Services,2022-08-19,Active,181949.15
657,Casa Residential South 0657,Residential,4,Managed Services,2025-05-03,Active,21825.13
658,Easy Residential NorthEast 0658,Residential,2,Preventive Care,2023-03-03,Active,25411.04
659,Titan Industrial NorthWest 0659,Industrial,1,Preventive Care,2021-01-11,Active,452936.55
660,Atlas Industrial NorthEast 0660,Industrial,2,Performance Contract,2019-01-06,Active,341213.98
661,Helios Industrial NorthWest 0661,Industrial,1,Managed Services,2024-08-19,Active,254019.83
662,Prime Commercial NorthEast 0662,Commercial,2,Preventive Care,2025-04-25,Active,191584.99
663,Atlas Industrial NorthEast 0663,Industrial,2,Managed Services,2025-05-02,Lost,389297.43
664,Harbor Commercial NorthEast 0664,Commercial,2,Managed Services,2022-03-17,Suspended,177727.45
665,Urban Commercial Central 0665,Commercial,3,Managed Services,2023-12-07,Active,167023.25
666,Vista Commercial NorthEast 0666,Commercial,2,On-Demand Support,2024-10-09,Active,121116.67
667,Home Residential Central 0667,Residential,3,Preventive Care,2019-02-19,Active,40411.27
668,Central Public NorthEast 0668,Public Sector,2,Performance Contract,2023-07-15,Active,190291.67
669,Regional Public NorthEast 0669,Public Sector,2,Preventive Care,2023-04-25,Active,190823.1
670,Forge Industrial NorthWest 0670,Industrial,1,Performance Contract,2020-12-17,Lost,413981.28
671,Urban Commercial NorthWest 0671,Commercial,1,Performance Contract,2022-02-14,Lost,143727.28
672,Prime Commercial Central 0672,Commercial,3,Managed Services,2019-02-18,Active,149867.89
673,Prime Commercial South 0673,Commercial,4,Preventive Care,2023-02-20,Lost,108867.42
674,Urban Commercial NorthEast 0674,Commercial,2,Preventive Care,2019-10-20,Active,130439.0
675,Family Residential South 0675,Residential,4,On-Demand Support,2025-10-07,Active,27967.21
676,Bright Residential Central 0676,Residential,3,Preventive Care,2023-10-09,Active,32240.18
677,Civic Public NorthWest 0677,Public Sector,1,Preventive Care,2025-06-12,Active,185307.76
678,Regional Public Islands 0678,Public Sector,5,Performance Contract,2019-05-05,Suspended,152555.43
679,Helios Industrial NorthEast 0679,Industrial,2,Performance Contract,2021-06-01,Active,194775.09
680,Family Residential South 0680,Residential,4,Managed Services,2020-10-02,Suspended,26749.84
681,Titan Industrial South 0681,Industrial,4,Performance Contract,2023-06-09,Active,465117.48
682,Easy Residential NorthEast 0682,Residential,2,Preventive Care,2022-11-16,Lost,18730.04
683,Orion Commercial NorthWest 0683,Commercial,1,Managed Services,2024-03-19,Lost,163026.7
684,Public Public South 0684,Public Sector,4,On-Demand Support,2025-11-14,Lost,169678.46
685,Prime Commercial South 0685,Commercial,4,Managed Services,2020-07-03,Active,212855.7
686,Regional Public NorthEast 0686,Public Sector,2,On-Demand Support,2020-04-09,Active,305748.6
687,Easy Residential NorthEast 0687,Residential,2,Preventive Care,2022-01-06,Suspended,16471.92
688,Urban Commercial NorthEast 0688,Commercial,2,Performance Contract,2021-02-15,Active,115135.39
689,Mercury Industrial Central 0689,Industrial,3,On-Demand Support,2023-06-10,Lost,335094.15
690,Vector Industrial NorthEast 0690,Industrial,2,Managed Services,2023-05-12,Active,356100.05
691,Prime Commercial NorthWest 0691,Commercial,1,Managed Services,2020-03-15,Active,149939.4
692,Mercury Industrial NorthWest 0692,Industrial,1,Performance Contract,2020-03-25,Active,262789.05
693,Vista Commercial Islands 0693,Commercial,5,Performance Contract,2022-03-02,Lost,121933.27
694,Home Residential NorthEast 0694,Residential,2,On-Demand Support,2019-11-19,Active,17388.71
695,Easy Residential Central 0695,Residential,3,Preventive Care,2019-09-24,Active,16604.96
696,Home Residential NorthEast 0696,Residential,2,Preventive Care,2021-11-10,Active,19360.18
697,Central Public NorthEast 0697,Public Sector,2,Managed Services,2023-12-03,Active,168364.63
698,Vector Industrial Islands 0698,Industrial,5,Preventive Care,2019-07-18,Suspended,383171.51
699,Casa Residential NorthEast 0699,Residential,2,On-Demand Support,2021-12-22,Active,27616.16
700,Regional Public NorthEast 0700,Public Sector,2,Performance Contract,2024-02-02,Active,219350.49
701,Civic Public Islands 0701,Public Sector,5,Performance Contract,2024-11-24,Active,189098.76
702,Titan Industrial NorthEast 0702,Industrial,2,Managed Services,2021-01-29,Active,502498.54
703,Civic Public Islands 0703,Public Sector,5,Performance Contract,2019-05-28,Active,185982.89
704,Urban Commercial NorthEast 0704,Commercial,2,Managed Services,2022-07-19,Active,166321.93
705,Urban Commercial South 0705,Commercial,4,Preventive Care,2021-10-27,Active,140800.67
706,Home Residential NorthWest 0706,Residential,1,On-Demand Support,2025-05-31,Active,34288.21
707,Forge Industrial Central 0707,Industrial,3,Managed Services,2022-11-10,Active,507640.51
708,Harbor Commercial NorthEast 0708,Commercial,2,On-Demand Support,2019-07-03,Active,110784.14
709,Vista Commercial NorthEast 0709,Commercial,2,On-Demand Support,2023-06-06,Active,160017.85
710,Public Public Islands 0710,Public Sector,5,Performance Contract,2025-12-04,Active,256932.63
711,Urban Commercial NorthWest 0711,Commercial,1,Preventive Care,2019-04-24,Active,134449.05
712,Vista Commercial NorthWest 0712,Commercial,1,Managed Services,2023-07-05,Active,110124.43
713,Summit Commercial NorthWest 0713,Commercial,1,Performance Contract,2021-10-14,Suspended,227460.14
714,Civic Public NorthEast 0714,Public Sector,2,Managed Services,2025-10-08,Active,242254.96
715,Casa Residential NorthWest 0715,Residential,1,Preventive Care,2022-02-15,Active,21451.77
716,Orion Commercial South 0716,Commercial,4,Managed Services,2022-05-10,Active,91776.36
717,Orion Commercial South 0717,Commercial,4,Preventive Care,2020-04-02,Active,143121.59
718,Bright Residential Central 0718,Residential,3,Preventive Care,2022-08-16,Active,11892.25
719,Public Public Central 0719,Public Sector,3,Preventive Care,2021-08-18,Active,199549.73
720,Vector Industrial NorthEast 0720,Industrial,2,Performance Contract,2023-12-06,Lost,415321.0
721,Home Residential Central 0721,Residential,3,Preventive Care,2021-10-26,Active,37234.45
722,Green Residential NorthWest 0722,Residential,1,Preventive Care,2019-01-28,Active,24428.69
723,Helios Industrial NorthEast 0723,Industrial,2,Performance Contract,2019-03-30,Active,304952.87
724,Titan Industrial South 0724,Industrial,4,Managed Services,2020-05-30,Active,551204.14
725,Titan Industrial NorthWest 0725,Industrial,1,Performance Contract,2025-07-22,Active,575549.29
726,Atlas Industrial NorthWest 0726,Industrial,1,Managed Services,2024-06-05,Active,429157.55
727,Regional Public NorthWest 0727,Public Sector,1,Performance Contract,2024-07-21,Active,237486.94
728,Urban Commercial NorthEast 0728,Commercial,2,Managed Services,2020-07-21,Active,164819.44
729,Family Residential South 0729,Residential,4,Performance Contract,2023-06-27,Active,31020.5
730,Prime Commercial NorthEast 0730,Commercial,2,Managed Services,2025-12-31,Active,174499.47
731,Casa Residential Central 0731,Residential,3,On-Demand Support,2025-03-26,Active,28759.91
732,Metro Public South 0732,Public Sector,4,Preventive Care,2020-04-04,Active,162221.6
733,Orion Commercial NorthWest 0733,Commercial,1,Performance Contract,2019-06-15,Active,225603.65
734,Family Residential Central 0734,Residential,3,Preventive Care,2024-09-14,Active,26374.44
735,Metro Public South 0735,Public Sector,4,Performance Contract,2021-03-31,Active,177942.52
736,Civic Public South 0736,Public Sector,4,Preventive Care,2024-01-07,Active,182823.96
737,Community Public NorthEast 0737,Public Sector,2,Performance Contract,2021-09-03,Active,182565.19
738,Community Public Islands 0738,Public Sector,5,Preventive Care,2019-05-17,Active,210698.42
739,Summit Commercial Central 0739,Commercial,3,Preventive Care,2025-07-27,Suspended,112950.45
740,Urban Commercial NorthWest 0740,Commercial,1,Preventive Care,2020-08-28,Active,126147.49
741,Titan Industrial NorthWest 0741,Industrial,1,Managed Services,2023-01-25,Active,409036.85
742,Atlas Industrial Central 0742,Industrial,3,Managed Services,2019-03-21,Active,546354.33
743,Forge Industrial NorthEast 0743,Industrial,2,Preventive Care,2023-07-21,Lost,416898.24
744,Vista Commercial NorthEast 0744,Commercial,2,Preventive Care,2021-03-05,Lost,89038.15
745,Green Residential South 0745,Residential,4,Preventive Care,2025-06-02,Active,28750.64
746,Vista Commercial NorthEast 0746,Commercial,2,Managed Services,2020-03-06,Active,171401.1
747,Prime Commercial NorthWest 0747,Commercial,1,Preventive Care,2024-09-11,Active,180790.59
748,Titan Industrial Central 0748,Industrial,3,Performance Contract,2021-10-27,Active,336665.45
749,Harbor Commercial NorthEast 0749,Commercial,2,Performance Contract,2022-04-11,Lost,185229.19
750,Vista Commercial Central 0750,Commercial,3,Performance Contract,2023-05-29,Active,167787.55
